Left_len, Right_len, Left_Fx, Left_Fy, Right_Fx, Right_Fy, Left_Torque, Right_Torque, Pos_x, Pos_y,Pos_Stem_start_x, Pos_Stem_start_y, Pos_Stem_end_x, Pos_Stem_end_y, Rot, Apple_palm_angle, Apple_stem_angle, Stem_branch_angle
0.153586, 0.123782, 12.8758, 22.1742, 6.16957, 7.85242, 0, 0, -3.31948, 2.32805, -2.69125, 3.73494, -3.19654, 2.872, 8.5759e-05, 1.50197, -0.175498, -2.19489
0.153745, 0.123873, 12.904, 22.2366, 6.19088, 7.88199, 0, 0, -3.31948, 2.32722, -2.69121, 3.73438, -3.19638, 2.87136, 8.5759e-05, 1.50178, -0.175977, -2.19495
0.153904, 0.123963, 12.932, 22.2989, 6.21212, 7.9116, 0, 0, -3.31948, 2.32638, -2.69116, 3.73381, -3.19622, 2.87072, 8.5759e-05, 1.5016, -0.176455, -2.19502
0.154063, 0.124053, 12.9599, 22.3612, 6.23334, 7.94126, 0, 0, -3.31948, 2.32555, -2.69112, 3.73324, -3.19606, 2.87009, 8.5759e-05, 1.50141, -0.17693, -2.19508
0.154221, 0.124144, 12.9877, 22.4235, 6.2546, 7.97096, 0, 0, -3.31948, 2.32472, -2.69108, 3.73268, -3.1959, 2.86945, 8.5759e-05, 1.50123, -0.177404, -2.19515
0.15438, 0.124235, 13.0156, 22.4857, 6.27584, 8.00067, 0, 0, -3.31948, 2.32388, -2.69104, 3.73211, -3.19574, 2.86882, 8.5759e-05, 1.50105, -0.177877, -2.19521
0.154539, 0.124326, 13.0435, 22.548, 6.29711, 8.03043, 0, 0, -3.31948, 2.32305, -2.69099, 3.73154, -3.19558, 2.86818, 8.5759e-05, 1.50086, -0.17835, -2.19528
0.154699, 0.124417, 13.0714, 22.6103, 6.31845, 8.0602, 0, 0, -3.31948, 2.32222, -2.69095, 3.73097, -3.19542, 2.86754, 8.5759e-05, 1.50068, -0.178824, -2.19534
0.154858, 0.124508, 13.0994, 22.6726, 6.33983, 8.09002, 0, 0, -3.31948, 2.32138, -2.69091, 3.73041, -3.19526, 2.86691, 8.5759e-05, 1.50049, -0.179297, -2.19541
0.155017, 0.124599, 13.1275, 22.735, 6.36125, 8.11982, 0, 0, -3.31948, 2.32055, -2.69086, 3.72984, -3.1951, 2.86627, 8.5759e-05, 1.50031, -0.17977, -2.19547
0.155176, 0.12469, 13.1555, 22.7974, 6.38268, 8.14967, 0, 0, -3.31948, 2.31972, -2.69082, 3.72927, -3.19493, 2.86564, 8.5759e-05, 1.50012, -0.180243, -2.19554
0.155335, 0.124782, 13.1835, 22.8596, 6.40408, 8.17953, 0, 0, -3.31948, 2.31888, -2.69078, 3.7287, -3.19477, 2.865, 8.5759e-05, 1.49993, -0.180714, -2.1956
0.155495, 0.124873, 13.2114, 22.9219, 6.42546, 8.20944, 0, 0, -3.31948, 2.31805, -2.69073, 3.72814, -3.19461, 2.86436, 8.5759e-05, 1.49975, -0.181183, -2.19567
0.155654, 0.124965, 13.2392, 22.9841, 6.44681, 8.2394, 0, 0, -3.31948, 2.31722, -2.69069, 3.72757, -3.19445, 2.86373, 8.5759e-05, 1.49956, -0.181652, -2.19573
0.155813, 0.125056, 13.2668, 23.0463, 6.46813, 8.26939, 0, 0, -3.31948, 2.31638, -2.69064, 3.727, -3.19429, 2.86309, 8.5759e-05, 1.49938, -0.182118, -2.1958
0.155971, 0.125148, 13.2944, 23.1084, 6.48947, 8.29946, 0, 0, -3.31948, 2.31555, -2.6906, 3.72643, -3.19413, 2.86246, 8.5759e-05, 1.49919, -0.182583, -2.19587
0.15613, 0.12524, 13.322, 23.1707, 6.51082, 8.32953, 0, 0, -3.31948, 2.31472, -2.69056, 3.72587, -3.19397, 2.86182, 8.5759e-05, 1.49901, -0.183049, -2.19593
0.156289, 0.125332, 13.3497, 23.2329, 6.53224, 8.35967, 0, 0, -3.31948, 2.31388, -2.69051, 3.7253, -3.19381, 2.86118, 8.5759e-05, 1.49882, -0.183514, -2.196
0.156449, 0.125424, 13.3774, 23.2951, 6.5537, 8.38981, 0, 0, -3.31948, 2.31305, -2.69047, 3.72473, -3.19364, 2.86055, 8.5759e-05, 1.49864, -0.18398, -2.19607
0.156608, 0.125517, 13.4052, 23.3575, 6.57518, 8.41998, 0, 0, -3.31948, 2.31222, -2.69042, 3.72416, -3.19348, 2.85991, 8.5759e-05, 1.49845, -0.184446, -2.19613
0.156768, 0.125609, 13.4331, 23.4198, 6.59669, 8.45016, 0, 0, -3.31948, 2.31138, -2.69038, 3.7236, -3.19332, 2.85928, 8.5759e-05, 1.49826, -0.184912, -2.1962
0.156927, 0.125701, 13.4609, 23.4821, 6.61823, 8.48038, 0, 0, -3.31948, 2.31055, -2.69033, 3.72303, -3.19316, 2.85864, 8.5759e-05, 1.49807, -0.185378, -2.19626
0.157087, 0.125794, 13.4887, 23.5444, 6.63973, 8.5106, 0, 0, -3.31948, 2.30972, -2.69029, 3.72246, -3.19299, 2.85801, 8.5759e-05, 1.49789, -0.185842, -2.19633
0.157246, 0.125886, 13.5162, 23.6065, 6.66117, 8.54086, 0, 0, -3.31948, 2.30888, -2.69024, 3.7219, -3.19283, 2.85737, 8.5759e-05, 1.4977, -0.186304, -2.19639
0.157405, 0.125979, 13.5437, 23.6687, 6.68261, 8.57119, 0, 0, -3.31948, 2.30805, -2.6902, 3.72133, -3.19267, 2.85674, 8.5759e-05, 1.49751, -0.186765, -2.19646
0.157564, 0.126072, 13.5711, 23.7308, 6.70403, 8.60154, 0, 0, -3.31948, 2.30722, -2.69015, 3.72076, -3.19251, 2.8561, 8.5759e-05, 1.49733, -0.187225, -2.19653
0.157723, 0.126165, 13.5985, 23.7929, 6.72549, 8.63196, 0, 0, -3.31948, 2.30638, -2.69011, 3.72019, -3.19235, 2.85547, 8.5759e-05, 1.49714, -0.187685, -2.1966
0.157882, 0.126258, 13.6259, 23.855, 6.74696, 8.66237, 0, 0, -3.31948, 2.30555, -2.69006, 3.71962, -3.19219, 2.85483, 8.5759e-05, 1.49695, -0.188145, -2.19666
0.158041, 0.126351, 13.6535, 23.9173, 6.76851, 8.69281, 0, 0, -3.31948, 2.30472, -2.69002, 3.71906, -3.19202, 2.8542, 8.5759e-05, 1.49677, -0.188606, -2.19673
0.158201, 0.126444, 13.6811, 23.9795, 6.79005, 8.72328, 0, 0, -3.31948, 2.30388, -2.68997, 3.71849, -3.19186, 2.85356, 8.5759e-05, 1.49658, -0.189066, -2.1968
0.15836, 0.126537, 13.7087, 24.0418, 6.81165, 8.7538, 0, 0, -3.31948, 2.30305, -2.68992, 3.71792, -3.1917, 2.85292, 8.5759e-05, 1.49639, -0.189527, -2.19686
0.15852, 0.126631, 13.7363, 24.104, 6.83327, 8.78435, 0, 0, -3.31948, 2.30222, -2.68988, 3.71736, -3.19154, 2.85229, 8.5759e-05, 1.4962, -0.189987, -2.19693
0.158679, 0.126724, 13.7638, 24.1662, 6.85486, 8.81491, 0, 0, -3.31948, 2.30139, -2.68983, 3.71679, -3.19137, 2.85165, 8.5759e-05, 1.49601, -0.190447, -2.197
0.158839, 0.126818, 13.7913, 24.2284, 6.87643, 8.84551, 0, 0, -3.31948, 2.30055, -2.68979, 3.71622, -3.19121, 2.85102, 8.5759e-05, 1.49583, -0.190906, -2.19706
0.158998, 0.126911, 13.8186, 24.2905, 6.89797, 8.87614, 0, 0, -3.31948, 2.29972, -2.68974, 3.71565, -3.19105, 2.85038, 8.5759e-05, 1.49564, -0.191363, -2.19713
0.159157, 0.127005, 13.8459, 24.3526, 6.91951, 8.90682, 0, 0, -3.31948, 2.29889, -2.68969, 3.71509, -3.19089, 2.84975, 8.5759e-05, 1.49545, -0.191819, -2.1972
0.159317, 0.127099, 13.8731, 24.4147, 6.94105, 8.93752, 0, 0, -3.31948, 2.29805, -2.68965, 3.71452, -3.19072, 2.84912, 8.5759e-05, 1.49526, -0.192275, -2.19727
0.159476, 0.127193, 13.9004, 24.4768, 6.96261, 8.96826, 0, 0, -3.31948, 2.29722, -2.6896, 3.71395, -3.19056, 2.84848, 8.5759e-05, 1.49508, -0.192731, -2.19734
0.159635, 0.127287, 13.9277, 24.539, 6.9842, 8.99903, 0, 0, -3.31948, 2.29639, -2.68955, 3.71338, -3.1904, 2.84785, 8.5759e-05, 1.49489, -0.193187, -2.1974
0.159795, 0.127381, 13.955, 24.6011, 7.00584, 9.02982, 0, 0, -3.31948, 2.29555, -2.68951, 3.71281, -3.19024, 2.84721, 8.5759e-05, 1.4947, -0.193643, -2.19747
0.159954, 0.127476, 13.9824, 24.6633, 7.02749, 9.06062, 0, 0, -3.31948, 2.29472, -2.68946, 3.71225, -3.19007, 2.84658, 8.5759e-05, 1.49451, -0.194099, -2.19754
0.160114, 0.12757, 14.0098, 24.7255, 7.04918, 9.09146, 0, 0, -3.31948, 2.29389, -2.68941, 3.71168, -3.18991, 2.84594, 8.5759e-05, 1.49432, -0.194555, -2.19761
0.160273, 0.127664, 14.0371, 24.7877, 7.07085, 9.12233, 0, 0, -3.31948, 2.29305, -2.68936, 3.71111, -3.18975, 2.84531, 8.5759e-05, 1.49413, -0.195011, -2.19768
0.160433, 0.127759, 14.0645, 24.8499, 7.09254, 9.15324, 0, 0, -3.31948, 2.29222, -2.68932, 3.71054, -3.18958, 2.84467, 8.5759e-05, 1.49395, -0.195467, -2.19774
0.160592, 0.127854, 14.0917, 24.912, 7.11419, 9.1842, 0, 0, -3.31948, 2.29139, -2.68927, 3.70998, -3.18942, 2.84404, 8.5759e-05, 1.49376, -0.195921, -2.19781
0.160752, 0.127948, 14.1188, 24.9741, 7.13583, 9.2152, 0, 0, -3.31948, 2.29055, -2.68922, 3.70941, -3.18926, 2.84341, 8.5759e-05, 1.49357, -0.196374, -2.19788
0.160911, 0.128043, 14.1459, 25.0361, 7.15747, 9.24623, 0, 0, -3.31948, 2.28972, -2.68917, 3.70884, -3.1891, 2.84277, 8.5759e-05, 1.49338, -0.196828, -2.19795
0.161071, 0.128138, 14.173, 25.0982, 7.17913, 9.27728, 0, 0, -3.31948, 2.28889, -2.68913, 3.70827, -3.18893, 2.84214, 8.5759e-05, 1.49319, -0.19728, -2.19802
0.16123, 0.128233, 14.2001, 25.1603, 7.20078, 9.30834, 0, 0, -3.31948, 2.28805, -2.68908, 3.70771, -3.18877, 2.8415, 8.5759e-05, 1.493, -0.197733, -2.19809
0.16139, 0.128329, 14.2272, 25.2223, 7.22247, 9.33943, 0, 0, -3.31948, 2.28722, -2.68903, 3.70714, -3.18861, 2.84087, 8.5759e-05, 1.49281, -0.198186, -2.19816
0.161549, 0.128424, 14.2544, 25.2845, 7.2442, 9.37056, 0, 0, -3.31948, 2.28639, -2.68898, 3.70657, -3.18845, 2.84024, 8.5759e-05, 1.49263, -0.198639, -2.19823
0.161709, 0.128519, 14.2815, 25.3464, 7.26595, 9.40171, 0, 0, -3.31948, 2.28555, -2.68893, 3.706, -3.18828, 2.8396, 8.5759e-05, 1.49244, -0.199092, -2.1983
0.161863, 0.128612, 14.3074, 25.4056, 7.2871, 9.43209, 0, 0, -3.31948, 2.28472, -2.68888, 3.70544, -3.18812, 2.83897, 8.5759e-05, 1.49224, -0.199563, -2.19836
0.162013, 0.128703, 14.3326, 25.4645, 7.30745, 9.4617, 0, 0, -3.31948, 2.28389, -2.68884, 3.70487, -3.18795, 2.83833, 8.5759e-05, 1.49203, -0.200046, -2.19843
0.162163, 0.128794, 14.3574, 25.5225, 7.328, 9.49182, 0, 0, -3.31948, 2.28305, -2.68879, 3.70431, -3.18778, 2.8377, 8.5759e-05, 1.49181, -0.200533, -2.19849
0.162311, 0.128887, 14.3821, 25.5805, 7.34865, 9.52233, 0, 0, -3.31948, 2.28222, -2.68874, 3.70375, -3.18761, 2.83708, 8.5759e-05, 1.49159, -0.201029, -2.19855
0.162461, 0.12898, 14.4068, 25.6389, 7.36936, 9.55313, 0, 0, -3.31948, 2.28139, -2.68869, 3.7032, -3.18744, 2.83645, 8.5759e-05, 1.49135, -0.201537, -2.1986
0.162611, 0.129075, 14.4315, 25.6977, 7.39025, 9.58441, 0, 0, -3.31948, 2.28055, -2.68864, 3.70266, -3.18726, 2.83583, 8.5759e-05, 1.49111, -0.202057, -2.19864
0.162762, 0.129171, 14.456, 25.7567, 7.41131, 9.61621, 0, 0, -3.31948, 2.27972, -2.6886, 3.70211, -3.18708, 2.83522, 8.5759e-05, 1.49087, -0.202585, -2.19869
0.162914, 0.129268, 14.4804, 25.8157, 7.43242, 9.64831, 0, 0, -3.31948, 2.27889, -2.68855, 3.70158, -3.18691, 2.8346, 8.5759e-05, 1.49062, -0.20312, -2.19872
0.163066, 0.129366, 14.5044, 25.8746, 7.45346, 9.68058, 0, 0, -3.31948, 2.27805, -2.6885, 3.70104, -3.18673, 2.83399, 8.5759e-05, 1.49036, -0.203662, -2.19876
0.163216, 0.129464, 14.5282, 25.9331, 7.47436, 9.71288, 0, 0, -3.31948, 2.27722, -2.68846, 3.70051, -3.18655, 2.83339, 8.5759e-05, 1.4901, -0.204208, -2.19879
0.163365, 0.129561, 14.5514, 25.9909, 7.49508, 9.74504, 0, 0, -3.31948, 2.27639, -2.68841, 3.69998, -3.18636, 2.83278, 8.5759e-05, 1.48984, -0.204757, -2.19883
0.163513, 0.129658, 14.5745, 26.0481, 7.51562, 9.77701, 0, 0, -3.31948, 2.27555, -2.68836, 3.69945, -3.18618, 2.83217, 8.5759e-05, 1.48957, -0.205308, -2.19886
0.163659, 0.129755, 14.5972, 26.1045, 7.53596, 9.80863, 0, 0, -3.31948, 2.27472, -2.68832, 3.69892, -3.186, 2.83156, 8.5759e-05, 1.4893, -0.205862, -2.1989
0.163804, 0.12985, 14.6199, 26.1603, 7.55618, 9.83996, 0, 0, -3.31948, 2.27389, -2.68827, 3.69838, -3.18582, 2.83095, 8.5759e-05, 1.48903, -0.206419, -2.19893
0.163947, 0.129945, 14.6424, 26.2157, 7.57627, 9.87101, 0, 0, -3.31948, 2.27305, -2.68822, 3.69785, -3.18564, 2.83034, 8.5759e-05, 1.48876, -0.206978, -2.19897
0.164089, 0.130039, 14.665, 26.2707, 7.59635, 9.90196, 0, 0, -3.31948, 2.27222, -2.68817, 3.69731, -3.18545, 2.82972, 8.5759e-05, 1.48849, -0.20754, -2.199
0.164231, 0.130133, 14.6876, 26.3257, 7.61639, 9.93287, 0, 0, -3.31948, 2.27139, -2.68812, 3.69678, -3.18527, 2.82911, 8.5759e-05, 1.48821, -0.208104, -2.19903
0.164373, 0.130227, 14.71, 26.3807, 7.63644, 9.96387, 0, 0, -3.31948, 2.27055, -2.68808, 3.69624, -3.18509, 2.8285, 8.5759e-05, 1.48794, -0.20867, -2.19907
0.164239, 0.130097, 14.6605, 26.297, 7.59585, 9.91041, 0, 0, -3.3193, 2.27005, -2.68802, 3.69573, -3.18492, 2.82792, 8.5759e-05, 1.48784, -0.208892, -2.19912
0.163917, 0.129942, 14.5928, 26.1423, 7.55681, 9.85506, 0, 0, -3.31897, 2.2698, -2.68797, 3.69531, -3.18476, 2.82744, 8.5759e-05, 1.488, -0.208798, -2.19914
0.163533, 0.129748, 14.5297, 25.9904, 7.5096, 9.78753, 0, 0, -3.31853, 2.26975, -2.68794, 3.69508, -3.18452, 2.82709, 8.5759e-05, 1.48815, -0.208836, -2.199
0.163192, 0.129558, 14.475, 25.8687, 7.46629, 9.72872, 0, 0, -3.31799, 2.26987, -2.68793, 3.6951, -3.18421, 2.82694, 8.5759e-05, 1.48826, -0.209084, -2.19864
0.162945, 0.129444, 14.4304, 25.7873, 7.43912, 9.70125, 0, 0, -3.31737, 2.27012, -2.68795, 3.69543, -3.18382, 2.82703, 8.5759e-05, 1.48836, -0.209454, -2.19806
0.16281, 0.129424, 14.3929, 25.752, 7.42535, 9.70712, 0, 0, -3.3167, 2.27048, -2.688, 3.69604, -3.1834, 2.82738, 8.5759e-05, 1.48847, -0.209908, -2.1973
0.162775, 0.129486, 14.3537, 25.7526, 7.419, 9.7409, 0, 0, -3.31598, 2.27092, -2.68807, 3.69691, -3.18297, 2.82796, 8.5759e-05, 1.48858, -0.210393, -2.1964
0.162805, 0.129609, 14.305, 25.7692, 7.41483, 9.79403, 0, 0, -3.31522, 2.27142, -2.68817, 3.69796, -3.18256, 2.82872, 8.5759e-05, 1.48872, -0.210851, -2.19543
0.16285, 0.129762, 14.2432, 25.7809, 7.40702, 9.85299, 0, 0, -3.31443, 2.27198, -2.68828, 3.69911, -3.18217, 2.82958, 8.5759e-05, 1.4889, -0.211256, -2.19444
0.162862, 0.129903, 14.169, 25.7695, 7.39139, 9.90308, 0, 0, -3.31361, 2.27258, -2.68839, 3.70027, -3.1818, 2.83048, 8.5759e-05, 1.48912, -0.211623, -2.19346
0.162803, 0.129995, 14.0863, 25.7224, 7.3661, 9.93196, 0, 0, -3.31279, 2.27321, -2.68849, 3.70139, -3.18141, 2.83131, 8.5759e-05, 1.48936, -0.211984, -2.19249
0.162647, 0.130014, 14.0003, 25.6339, 7.33117, 9.93198, 0, 0, -3.31194, 2.27387, -2.68858, 3.7024, -3.181, 2.83204, 8.5759e-05, 1.48961, -0.212372, -2.19155
0.162385, 0.129945, 13.9146, 25.5055, 7.28763, 9.90123, 0, 0, -3.31109, 2.27456, -2.68865, 3.70329, -3.18054, 2.83264, 8.5759e-05, 1.48985, -0.212806, -2.19062
0.162023, 0.129794, 13.8301, 25.3442, 7.23672, 9.84366, 0, 0, -3.31023, 2.27526, -2.6887, 3.70407, -3.18005, 2.83311, 8.5759e-05, 1.4901, -0.213277, -2.18972
0.161584, 0.12958, 13.7453, 25.1608, 7.17999, 9.76784, 0, 0, -3.30936, 2.27597, -2.68874, 3.70475, -3.17955, 2.83348, 8.5759e-05, 1.49034, -0.213759, -2.18887
0.161098, 0.12933, 13.657, 24.9679, 7.11899, 9.6849, 0, 0, -3.30849, 2.2767, -2.68877, 3.70537, -3.17908, 2.83382, 8.5759e-05, 1.4906, -0.214212, -2.18807
0.160602, 0.129078, 13.5627, 24.7782, 7.05586, 9.60609, 0, 0, -3.30761, 2.27743, -2.6888, 3.70599, -3.17864, 2.83418, 8.5759e-05, 1.49086, -0.214606, -2.18732
0.160132, 0.128852, 13.4617, 24.6026, 6.99321, 9.54066, 0, 0, -3.30673, 2.27816, -2.68883, 3.70664, -3.17826, 2.8346, 8.5759e-05, 1.49114, -0.214932, -2.18663
0.159715, 0.128677, 13.3564, 24.4492, 6.93406, 9.49428, 0, 0, -3.30585, 2.2789, -2.68887, 3.70737, -3.17793, 2.83512, 8.5759e-05, 1.49143, -0.215208, -2.18595
0.159372, 0.128563, 13.2513, 24.3221, 6.88107, 9.46828, 0, 0, -3.30496, 2.27963, -2.68892, 3.70819, -3.17762, 2.83574, 8.5759e-05, 1.49171, -0.215474, -2.18524
0.159106, 0.128507, 13.1519, 24.2209, 6.83613, 9.46, 0, 0, -3.30408, 2.28036, -2.68898, 3.70912, -3.1773, 2.83646, 8.5759e-05, 1.49198, -0.21578, -2.18447
0.158907, 0.128496, 13.0624, 24.1403, 6.79955, 9.46346, 0, 0, -3.30319, 2.2811, -2.68905, 3.71014, -3.17694, 2.83723, 8.5759e-05, 1.49223, -0.216164, -2.18361
0.158751, 0.128508, 12.9845, 24.0715, 6.76989, 9.47094, 0, 0, -3.30231, 2.28183, -2.68914, 3.71121, -3.17651, 2.83802, 8.5759e-05, 1.49245, -0.216645, -2.18264
0.158607, 0.128518, 12.9164, 24.0037, 6.74399, 9.47468, 0, 0, -3.30142, 2.28256, -2.68922, 3.7123, -3.17603, 2.83879, 8.5759e-05, 1.49265, -0.217211, -2.18161
0.158442, 0.128505, 12.8531, 23.9258, 6.71772, 9.46841, 0, 0, -3.30054, 2.28329, -2.6893, 3.71335, -3.17551, 2.83951, 8.5759e-05, 1.49284, -0.217824, -2.18054
0.158229, 0.128452, 12.7882, 23.8295, 6.68696, 9.44858, 0, 0, -3.29966, 2.28402, -2.68937, 3.71434, -3.17497, 2.84016, 8.5759e-05, 1.49304, -0.21843, -2.17949
0.157953, 0.128355, 12.7154, 23.71, 6.64855, 9.4145, 0, 0, -3.29878, 2.28475, -2.68943, 3.71525, -3.17446, 2.84075, 8.5759e-05, 1.49326, -0.21898, -2.17851
0.157612, 0.128216, 12.6308, 23.568, 6.60128, 9.36856, 0, 0, -3.2979, 2.28548, -2.68948, 3.71607, -3.174, 2.84128, 8.5759e-05, 1.49352, -0.21944, -2.17764
0.157221, 0.128048, 12.5341, 23.4086, 6.54622, 9.31506, 0, 0, -3.29702, 2.2862, -2.68952, 3.71681, -3.17359, 2.84179, 8.5759e-05, 1.49379, -0.219805, -2.17686
0.156804, 0.127869, 12.4287, 23.241, 6.4865, 9.25938, 0, 0, -3.29614, 2.28692, -2.68956, 3.71752, -3.17324, 2.84228, 8.5759e-05, 1.49409, -0.220099, -2.17616
0.156388, 0.127694, 12.3204, 23.0758, 6.42625, 9.20672, 0, 0, -3.29527, 2.28764, -2.68959, 3.71822, -3.1729, 2.84277, 8.5759e-05, 1.49439, -0.220366, -2.1755
0.156, 0.12754, 12.216, 22.9225, 6.36979, 9.16118, 0, 0, -3.29439, 2.28836, -2.68963, 3.71896, -3.17257, 2.8433, 8.5759e-05, 1.49468, -0.220655, -2.17481
0.155659, 0.127415, 12.1208, 22.7874, 6.32012, 9.12491, 0, 0, -3.29352, 2.28907, -2.68968, 3.71974, -3.17221, 2.84386, 8.5759e-05, 1.49494, -0.221008, -2.17407
0.155369, 0.12732, 12.0372, 22.6726, 6.27846, 9.09818, 0, 0, -3.29265, 2.28977, -2.68973, 3.72058, -3.1718, 2.84445, 8.5759e-05, 1.49517, -0.221443, -2.17325
0.155126, 0.127252, 11.9643, 22.5754, 6.24394, 9.07933, 0, 0, -3.29178, 2.29048, -2.68979, 3.72148, -3.17135, 2.84507, 8.5759e-05, 1.49538, -0.221953, -2.17235
0.154914, 0.127201, 11.8984, 22.4893, 6.21409, 9.06549, 0, 0, -3.29091, 2.29118, -2.68985, 3.72242, -3.17086, 2.84571, 8.5759e-05, 1.49557, -0.22251, -2.17139
0.154714, 0.127156, 11.8341, 22.4062, 6.18547, 9.05312, 0, 0, -3.29004, 2.29187, -2.68991, 3.72337, -3.17037, 2.84635, 8.5759e-05, 1.49576, -0.223074, -2.17042
0.154504, 0.127107, 11.7661, 22.3183, 6.15474, 9.03887, 0, 0, -3.28918, 2.29257, -2.68997, 3.72431, -3.16989, 2.84699, 8.5759e-05, 1.49596, -0.223605, -2.16947
0.154271, 0.127044, 11.6907, 22.2195, 6.11966, 9.02025, 0, 0, -3.28831, 2.29326, -2.69003, 3.72521, -3.16945, 2.84762, 8.5759e-05, 1.49619, -0.22408, -2.16857
0.154006, 0.126964, 11.6071, 22.1074, 6.07932, 8.99576, 0, 0, -3.28745, 2.29395, -2.69009, 3.72607, -3.16903, 2.84823, 8.5759e-05, 1.49643, -0.224492, -2.16773
0.153711, 0.126866, 11.5168, 21.9829, 6.03451, 8.96531, 0, 0, -3.28659, 2.29463, -2.69014, 3.72689, -3.16865, 2.84881, 8.5759e-05, 1.49668, -0.224857, -2.16694
0.153394, 0.126754, 11.4234, 21.8498, 5.98704, 8.92986, 0, 0, -3.28573, 2.29532, -2.69018, 3.72767, -3.16827, 2.84936, 8.5759e-05, 1.49695, -0.225201, -2.16619
0.153067, 0.126632, 11.3311, 21.7134, 5.93924, 8.89126, 0, 0, -3.28487, 2.296, -2.69023, 3.72843, -3.1679, 2.84989, 8.5759e-05, 1.49721, -0.225555, -2.16544
0.152742, 0.126509, 11.2433, 21.579, 5.89326, 8.85176, 0, 0, -3.28402, 2.29667, -2.69027, 3.72919, -3.1675, 2.85041, 8.5759e-05, 1.49745, -0.225943, -2.16467
0.152428, 0.126388, 11.1618, 21.4509, 5.8504, 8.81346, 0, 0, -3.28317, 2.29735, -2.69031, 3.72995, -3.16708, 2.85092, 8.5759e-05, 1.49768, -0.226377, -2.16387
0.152131, 0.126275, 11.0865, 21.3312, 5.81102, 8.77806, 0, 0, -3.28231, 2.29802, -2.69035, 3.73073, -3.16663, 2.85143, 8.5759e-05, 1.4979, -0.226851, -2.16304
0.151853, 0.126172, 11.0151, 21.2197, 5.7744, 8.74654, 0, 0, -3.28146, 2.29869, -2.6904, 3.73153, -3.16617, 2.85196, 8.5759e-05, 1.4981, -0.227347, -2.16219
0.15159, 0.126079, 10.9449, 21.1146, 5.73935, 8.71915, 0, 0, -3.28061, 2.29935, -2.69045, 3.73234, -3.16572, 2.8525, 8.5759e-05, 1.4983, -0.22784, -2.16133
0.151338, 0.125996, 10.873, 21.0134, 5.70451, 8.69537, 0, 0, -3.27977, 2.30001, -2.6905, 3.73317, -3.16528, 2.85306, 8.5759e-05, 1.49851, -0.228311, -2.16048
0.151091, 0.125921, 10.7976, 20.9131, 5.66889, 8.67413, 0, 0, -3.27892, 2.30067, -2.69054, 3.734, -3.16486, 2.85364, 8.5759e-05, 1.49873, -0.228749, -2.15965
0.150845, 0.12585, 10.7185, 20.8116, 5.63203, 8.65409, 0, 0, -3.27808, 2.30132, -2.69059, 3.73482, -3.16446, 2.85422, 8.5759e-05, 1.49895, -0.229153, -2.15884
0.150597, 0.12578, 10.6368, 20.7076, 5.59408, 8.6338, 0, 0, -3.27723, 2.30197, -2.69064, 3.73564, -3.16407, 2.85481, 8.5759e-05, 1.49918, -0.229536, -2.15806
0.150345, 0.125707, 10.5546, 20.601, 5.5556, 8.61196, 0, 0, -3.27639, 2.30262, -2.69069, 3.73645, -3.16369, 2.85539, 8.5759e-05, 1.49941, -0.229917, -2.15728
0.15009, 0.125629, 10.4739, 20.492, 5.5174, 8.58769, 0, 0, -3.27555, 2.30326, -2.69074, 3.73725, -3.16329, 2.85595, 8.5759e-05, 1.49963, -0.230313, -2.15649
0.14983, 0.125546, 10.3966, 20.3817, 5.47998, 8.56067, 0, 0, -3.27471, 2.30391, -2.69078, 3.73804, -3.16288, 2.8565, 8.5759e-05, 1.49985, -0.230737, -2.15569
0.149567, 0.125455, 10.3229, 20.2706, 5.44359, 8.53107, 0, 0, -3.27388, 2.30455, -2.69083, 3.73882, -3.16244, 2.85702, 8.5759e-05, 1.50006, -0.231191, -2.15487
0.1493, 0.125358, 10.2522, 20.1596, 5.40799, 8.49954, 0, 0, -3.27305, 2.30518, -2.69087, 3.73959, -3.16199, 2.85752, 8.5759e-05, 1.50026, -0.231666, -2.15404
0.149031, 0.125256, 10.1828, 20.0486, 5.3727, 8.46708, 0, 0, -3.27221, 2.30582, -2.69091, 3.74035, -3.16154, 2.85802, 8.5759e-05, 1.50046, -0.232146, -2.15321
0.148759, 0.125154, 10.1128, 19.9379, 5.33712, 8.43481, 0, 0, -3.27138, 2.30645, -2.69095, 3.74111, -3.16109, 2.85851, 8.5759e-05, 1.50066, -0.232615, -2.15239
0.148488, 0.125052, 10.0408, 19.8278, 5.30093, 8.40381, 0, 0, -3.27055, 2.30708, -2.69099, 3.74186, -3.16066, 2.85901, 8.5759e-05, 1.50087, -0.23306, -2.15159
0.148219, 0.124956, 9.96597, 19.7187, 5.26394, 8.37479, 0, 0, -3.26973, 2.3077, -2.69103, 3.74261, -3.16025, 2.85952, 8.5759e-05, 1.50108, -0.233474, -2.15081
0.147955, 0.124866, 9.8887, 19.6111, 5.22656, 8.34823, 0, 0, -3.2689, 2.30832, -2.69107, 3.74336, -3.15986, 2.86004, 8.5759e-05, 1.5013, -0.233863, -2.15006
0.147699, 0.124783, 9.81037, 19.5057, 5.18938, 8.32402, 0, 0, -3.26808, 2.30894, -2.69111, 3.74411, -3.15948, 2.86058, 8.5759e-05, 1.50151, -0.234239, -2.14931
